"folio","oa","siteNumber","clientName","siteName","phase","status","sku","partId","qty","usuariosXSP","usuariosFac"
"A02170046",258153,71609546,"PROCONSA","PROCONSA CENTRO CIVICO","Operativo","Activo","UNC.CUAD.BS.102",31061856,56,50,"[50]"
"A02170101",258376,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Planeación","Activo","UNC.CUAD60.BS.101",31065871,30,0,"[]"
"A02170101",258376,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Planeación","Activo","UNC.CUAD60.BS.902",31065894,1,0,"[]"
"A02170101",258376,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Planeación","Activo","UNC.CUAD60.BS.201",31065875,2,0,"[]"
"A02170101",258376,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Planeación","Activo","UNC.CUAD60.BS.901",31065877,40,0,"[]"
"A02170101",258376,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Planeación","Activo","UNC.CUAD60.BS.104",31065873,10,10,"[]"
"A01170784",257543,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Implementación","Activo","UNC.CUAD.BS.102",31055500,30,30,"[]"
"A01170784",257543,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Implementación","Activo","UNC.CUAD.BS.104",31055502,10,1,"[]"
"A01170784",257543,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Implementación","Activo","UNC.CUAD.BS.901",31055506,40,0,"[]"
"A01170784",257543,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Implementación","Activo","UNC.CUAD.BS.201",31055504,2,0,"[]"
"A01170784",257543,71612139,"JUNTA ESTATAL DE CAMINOS","JEC CDA DEL CAMINERO","Implementación","Activo","UNC.CUAD.BS.902",31055514,1,0,"[]"
"A01170791",257753,71609102,"FIDEICOMISO DE RECUPERACION CREDITICIA","NEZAHUALCOYOTL CCA","Operativo","Activo","UNC.CUAD.BS.101",31056121,47,44,"[]"
"A01170791",257753,71609102,"FIDEICOMISO DE RECUPERACION CREDITICIA","NEZAHUALCOYOTL CCA","Operativo","Activo","UNC.CUAD.BS.902",31056139,1,0,"[]"
"A01170791",257753,71609102,"FIDEICOMISO DE RECUPERACION CREDITICIA","NEZAHUALCOYOTL CCA","Operativo","Activo","UNC.CUAD.BS.901",31056129,63,0,"[]"
"A01170791",257753,71609102,"FIDEICOMISO DE RECUPERACION CREDITICIA","NEZAHUALCOYOTL CCA","Operativo","Activo","UNC.CUAD.BS.104",31056125,6,6,"[]"
"A01170791",257753,71609102,"FIDEICOMISO DE RECUPERACION CREDITICIA","NEZAHUALCOYOTL CCA","Operativo","Activo","UNC.CUAD.BS.201",31056127,3,0,"[]"
"A01170791",257753,71609102,"FIDEICOMISO DE RECUPERACION CREDITICIA","NEZAHUALCOYOTL CCA","Operativo","Activo","UNC.CUAD.BS.103",31056123,10,10,"[]"
"A01170031",254530,71282520,"HOSPITAL CIVIL DE GUADALAJARA","HOSPITAL CIVIL JUAN I MENCHACA","Operativo","Activo","UNC.CUAD.BS.902",30456793,1,0,"[1]"
"A01170031",254530,71282520,"HOSPITAL CIVIL DE GUADALAJARA","HOSPITAL CIVIL JUAN I MENCHACA","Operativo","Activo","UNC.CUAD.BS.901",30456795,500,0,"[474]"
"A12160208",252040,71282520,"HOSPITAL CIVIL DE GUADALAJARA","HOSPITAL CIVIL JUAN I MENCHACA","Operativo","Activo","UNC.CUAD.BS.902",30805457,1,0,"[1]"
"A08160114",237991,71282520,"HOSPITAL CIVIL DE GUADALAJARA","HOSPITAL CIVIL JUAN I MENCHACA","Operativo","Activo","UNC.CUAD.BS.104",30452927,500,475,"[470]"
"A08160114",237991,71282520,"HOSPITAL CIVIL DE GUADALAJARA","HOSPITAL CIVIL JUAN I MENCHACA","Operativo","Activo","UNC.CUAD.BS.202",30452931,1,0,"[]"
"A08160114",237991,71282520,"HOSPITAL CIVIL DE GUADALAJARA","HOSPITAL CIVIL JUAN I MENCHACA","Operativo","Activo","UNC.CUAD.BS.201",30452929,2,0,"[1]"
"A12160521",253576,71335739,"AUTOTRANSPORTES DE PASAJEROS MEXICO-TOLUCA-SAN LUIS MEXTEPEC-QUERETARO FLECHA RO","TALLER PONIENTE","Operativo","Activo","UNC.CUAD.BS.201",30886336,1,0,"[1]"
"A12160521",253576,71335739,"AUTOTRANSPORTES DE PASAJEROS MEXICO-TOLUCA-SAN LUIS MEXTEPEC-QUERETARO FLECHA RO","TALLER PONIENTE","Operativo","Activo","UNC.CUAD.BS.901",30886371,21,0,"[20]"
"A12160521",253576,71335739,"AUTOTRANSPORTES DE PASAJEROS MEXICO-TOLUCA-SAN LUIS MEXTEPEC-QUERETARO FLECHA RO","TALLER PONIENTE","Operativo","Activo","UNC.CUAD.BS.205.1",30886340,7,0,"[]"
"A12160521",253576,71335739,"AUTOTRANSPORTES DE PASAJEROS MEXICO-TOLUCA-SAN LUIS MEXTEPEC-QUERETARO FLECHA RO","TALLER PONIENTE","Operativo","Activo","UNC.CUAD.BS.102",30886338,15,3,"[15]"
"A12160521",253576,71335739,"AUTOTRANSPORTES DE PASAJEROS MEXICO-TOLUCA-SAN LUIS MEXTEPEC-QUERETARO FLECHA RO","TALLER PONIENTE","Operativo","Activo","UNC.CUAD.BS.204",30886373,7,0,"[]"
"A08192080",387697,71827323,"AUTOTRANSPORTES DE PASAJEROS MEXICO-TOLUCA-SAN LUIS MEXTEPEC-QUERETARO FLECHA RO","COSTITUYENTES STGT","Planeación","Activo","UNC.CUAD.BS.104",30886386,6,6,"[5]"
"A12160372",252515,71607325,"AUTOTRANSPORTES VALLE DEL MEZQUITAL S.A. DE C.V.","AVM  100 MTS","Operativo","Activo","UNC.CUAD.BS.203",30860080,9,0,"[9]"
"A12160372",252515,71607325,"AUTOTRANSPORTES VALLE DEL MEZQUITAL S.A. DE C.V.","AVM  100 MTS","Operativo","Activo","UNC.CUAD.BS.103",30860105,2,2,"[2]"
"A12160372",252515,71607325,"AUTOTRANSPORTES VALLE DEL MEZQUITAL S.A. DE C.V.","AVM  100 MTS","Operativo","Activo","UNC.CUAD.BS.101",30860109,7,7,"[7]"
"A12160372",252515,71607325,"AUTOTRANSPORTES VALLE DEL MEZQUITAL S.A. DE C.V.","AVM  100 MTS","Operativo","Activo","UNC.CUAD.BS.201",30860107,1,0,"[9]"
"A12160372",252515,71607325,"AUTOTRANSPORTES VALLE DEL MEZQUITAL S.A. DE C.V.","AVM  100 MTS","Operativo","Activo","UNC.CUAD.BS.901",30860103,9,0,"[]"
"A12160372",252515,71607325,"AUTOTRANSPORTES VALLE DEL MEZQUITAL S.A. DE C.V.","AVM  100 MTS","Operativo","Activo","UNC.CUAD.BS.902",30860082,1,0,"[1]"
"A12160117",251423,70146538,"COMETRA","COMETRA DF CALLEJON DE CUITLAHUAC","Implementación","Activo","UNC.CUAD.BS.104",30753031,15,15,"[]"
"A12160117",251423,70146538,"COMETRA","COMETRA DF CALLEJON DE CUITLAHUAC","Implementación","Activo","UNC.CUAD.BS.901",30753060,15,0,"[]"
"A12160117",251423,70146538,"COMETRA","COMETRA DF CALLEJON DE CUITLAHUAC","Implementación","Activo","UNC.CUAD.BS.902",30753058,1,0,"[]"
"A11160560",250561,71549069,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ BOSQUES DE SALOYA","Operativo","Activo","UNC.CUAD.BS.102",30739322,8,8,"[8]"
"A11160560",250561,71549069,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ BOSQUES DE SALOYA","Operativo","Activo","UNC.CUAD.BS.901",30739324,8,0,"[]"
"A11160559",250556,71570418,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ CARDENAS VICENTE GUERRERO","Operativo","Activo","UNC.CUAD.BS.102",30739292,10,9,"[]"
"A11160559",250556,71570418,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ CARDENAS VICENTE GUERRERO","Operativo","Activo","UNC.CUAD.BS.901",30739296,10,0,"[]"
"A11160559",250556,71570418,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ CARDENAS VICENTE GUERRERO","Operativo","Activo","UNC.CUAD.BS.203",30739294,10,0,"[]"
"A10160056",244578,71459502,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA VILLA OCUILTZAPOTLAN","Operativo","Activo","UNC.CUAD.BS.102",30607629,3,2,"[]"
"A10160056",244578,71459502,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA VILLA OCUILTZAPOTLAN","Operativo","Activo","UNC.CUAD.BS.901",30607631,3,0,"[]"
"A10160017",244401,71570618,"FISCALIA GENERAL DEL ESTADO DE TABASCO","POBLADO C9 CARDENAS","Planeación","Activo","UNC.CUAD.BS.203",30604873,10,0,"[]"
"A10160017",244401,71570618,"FISCALIA GENERAL DEL ESTADO DE TABASCO","POBLADO C9 CARDENAS","Planeación","Activo","UNC.CUAD.BS.102",30604871,10,0,"[]"
"A10160017",244401,71570618,"FISCALIA GENERAL DEL ESTADO DE TABASCO","POBLADO C9 CARDENAS","Planeación","Activo","UNC.CUAD.BS.901",30604875,10,0,"[]"
"A10160016",244399,71549015,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ EMILIANO ZAPATA","Operativo","Activo","UNC.CUAD.BS.102",30604652,11,11,"[11]"
"A10160016",244399,71549015,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ EMILIANO ZAPATA","Operativo","Activo","UNC.CUAD.BS.103",30604654,2,2,"[2]"
"A10160016",244399,71549015,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ EMILIANO ZAPATA","Operativo","Activo","UNC.CUAD.BS.901",30604660,14,0,"[14]"
"A10160016",244399,71549015,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ EMILIANO ZAPATA","Operativo","Activo","UNC.CUAD.BS.104",30604656,1,1,"[1]"
"A10160016",244399,71549015,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ EMILIANO ZAPATA","Operativo","Activo","UNC.CUAD.BS.203",30604658,2,0,"[2]"
"A10160016",244399,71549015,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ EMILIANO ZAPATA","Operativo","Activo","UNC.CUAD.BS.902",30604668,1,0,"[1]"
"A10160015",244395,71549055,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JONUTA","Planeación","Activo","UNC.CUAD.BS.102",30604591,6,0,"[]"
"A10160015",244395,71549055,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JONUTA","Planeación","Activo","UNC.CUAD.BS.103",30604593,2,0,"[]"
"A10160015",244395,71549055,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JONUTA","Planeación","Activo","UNC.CUAD.BS.203",30604595,2,0,"[]"
"A10160015",244395,71549055,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JONUTA","Planeación","Activo","UNC.CUAD.BS.901",30604597,8,0,"[]"
"A10160015",244395,71549055,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JONUTA","Planeación","Activo","UNC.CUAD.BS.902",30604605,1,0,"[]"
"A10160014",244394,71459597,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION TEAPA","Operativo","Activo","UNC.CUAD.BS.102",30604503,7,6,"[7]"
"A10160014",244394,71459597,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION TEAPA","Operativo","Activo","UNC.CUAD.BS.203",30604507,2,0,"[2]"
"A10160014",244394,71459597,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION TEAPA","Operativo","Activo","UNC.CUAD.BS.901",30604509,9,0,"[9]"
"A10160014",244394,71459597,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION TEAPA","Operativo","Activo","UNC.CUAD.BS.902",30604517,1,0,"[1]"
"A10160014",244394,71459597,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION TEAPA","Operativo","Activo","UNC.CUAD.BS.103",30604505,2,2,"[2]"
"A09160496",244083,71459542,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA JALAPA","Operativo","Activo","UNC.CUAD.BS.102",30599828,2,2,"[]"
"A09160496",244083,71459542,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA JALAPA","Operativo","Activo","UNC.CUAD.BS.901",30599830,2,0,"[]"
"A09160499",244081,71459540,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA JALAPA","Operativo","Activo","UNC.CUAD.BS.103",30599790,2,2,"[2]"
"A09160499",244081,71459540,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA JALAPA","Operativo","Activo","UNC.CUAD.BS.901",30599796,7,0,"[]"
"A09160499",244081,71459540,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA JALAPA","Operativo","Activo","UNC.CUAD.BS.902",30599804,1,0,"[1]"
"A09160499",244081,71459540,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA JALAPA","Operativo","Activo","UNC.CUAD.BS.102",30599792,5,4,"[5]"
"A09160499",244081,71459540,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA JALAPA","Operativo","Activo","UNC.CUAD.BS.203",30599794,2,0,"[]"
"A07160194",235570,71498536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA CENTRAL","Planeación","Activo","UNC.CUAD.BS.102",30370910,83,0,"[]"
"A07160194",235570,71498536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA CENTRAL","Planeación","Activo","UNC.CUAD.BS.104",30370914,19,0,"[]"
"A07160194",235570,71498536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA CENTRAL","Planeación","Activo","UNC.CUAD.BS.201",30370916,3,0,"[]"
"A07160194",235570,71498536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA CENTRAL","Planeación","Activo","UNC.CUAD.BS.203",30370918,45,0,"[]"
"A07160194",235570,71498536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA CENTRAL","Planeación","Activo","UNC.CUAD.BS.901",30370920,147,0,"[]"
"A07160194",235570,71498536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA CENTRAL","Planeación","Activo","UNC.CUAD.BS.902",30371064,1,0,"[]"
"A07160194",235570,71498536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA CENTRAL","Planeación","Activo","UNC.CUAD.BS.103",30370912,45,0,"[]"
"A07160189",235553,71459493,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FECS ATRAS DE LA FISCALIA GENERAL","Operativo","Activo","UNC.CUAD.BS.102",30370705,10,9,"[8]"
"A07160189",235553,71459493,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FECS ATRAS DE LA FISCALIA GENERAL","Operativo","Activo","UNC.CUAD.BS.103",30370707,2,2,"[2,1]"
"A07160189",235553,71459493,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FECS ATRAS DE LA FISCALIA GENERAL","Operativo","Activo","UNC.CUAD.BS.901",30370711,12,0,"[]"
"A07160189",235553,71459493,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FECS ATRAS DE LA FISCALIA GENERAL","Operativo","Activo","UNC.CUAD.BS.203",30370709,2,0,"[]"
"A07160137",235330,71566897,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FGE HECHOS DE TRANSITO CENTRO","Operativo","Activo","UNC.CUAD.BS.102",30368457,10,10,"[]"
"A07160137",235330,71566897,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FGE HECHOS DE TRANSITO CENTRO","Operativo","Activo","UNC.CUAD.BS.901",30368461,10,0,"[]"
"A07160137",235330,71566897,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FGE HECHOS DE TRANSITO CENTRO","Operativo","Activo","UNC.CUAD.BS.203",30368459,10,0,"[]"
"A07160136",235327,71570422,"FISCALIA GENERAL DEL ESTADO DE TABASCO","VICEFISCALIA DE  ANTICORRUPCION","Operativo","Activo","UNC.CUAD.BS.102",30368350,10,10,"[10]"
"A07160136",235327,71570422,"FISCALIA GENERAL DEL ESTADO DE TABASCO","VICEFISCALIA DE  ANTICORRUPCION","Operativo","Activo","UNC.CUAD.BS.203",30368352,10,0,"[]"
"A07160136",235327,71570422,"FISCALIA GENERAL DEL ESTADO DE TABASCO","VICEFISCALIA DE  ANTICORRUPCION","Operativo","Activo","UNC.CUAD.BS.901",30368354,10,0,"[]"
"A07160134",235326,71582904,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA 16 DE SEPTIEMBRE PRIMERO DE MAYO","Operativo","Activo","UNC.CUAD.BS.102",30368313,10,10,"[10]"
"A07160134",235326,71582904,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA 16 DE SEPTIEMBRE PRIMERO DE MAYO","Operativo","Activo","UNC.CUAD.BS.203",30368321,10,0,"[]"
"A07160134",235326,71582904,"FISCALIA GENERAL DEL ESTADO DE TABASCO","FISCALIA 16 DE SEPTIEMBRE PRIMERO DE MAYO","Operativo","Activo","UNC.CUAD.BS.901",30368324,10,0,"[]"
"A07160028",234600,71461980,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TENOSI","Operativo","Activo","UNC.CUAD.BS.103",30355303,2,1,"[]"
"A07160028",234600,71461980,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TENOSI","Operativo","Activo","UNC.CUAD.BS.203",30355305,2,0,"[]"
"A07160028",234600,71461980,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TENOSI","Operativo","Activo","UNC.CUAD.BS.102",30355307,13,13,"[]"
"A07160028",234600,71461980,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TENOSI","Operativo","Activo","UNC.CUAD.BS.902",30355337,1,0,"[]"
"A07160028",234600,71461980,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TENOSI","Operativo","Activo","UNC.CUAD.BS.901",30355309,15,0,"[]"
"A07160030",234598,71459595,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TACOTA","Operativo","Activo","UNC.CUAD.BS.102",30355265,5,5,"[5]"
"A07160030",234598,71459595,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TACOTA","Operativo","Activo","UNC.CUAD.BS.103",30355267,2,2,"[2]"
"A07160030",234598,71459595,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TACOTA","Operativo","Activo","UNC.CUAD.BS.203",30355269,2,0,"[2]"
"A07160030",234598,71459595,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TACOTA","Operativo","Activo","UNC.CUAD.BS.901",30355271,7,0,"[7]"
"A07160030",234598,71459595,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA TACOTA","Operativo","Activo","UNC.CUAD.BS.902",30355281,1,0,"[1]"
"A07160027",234595,71459593,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA PARAIS","Operativo","Activo","UNC.CUAD.BS.102",30355184,10,10,"[10]"
"A07160027",234595,71459593,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA PARAIS","Operativo","Activo","UNC.CUAD.BS.901",30355190,12,0,"[]"
"A07160027",234595,71459593,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA PARAIS","Operativo","Activo","UNC.CUAD.BS.103",30355186,2,2,"[2]"
"A07160027",234595,71459593,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA PARAIS","Operativo","Activo","UNC.CUAD.BS.902",30355201,1,0,"[1]"
"A07160027",234595,71459593,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA PARAIS","Operativo","Activo","UNC.CUAD.BS.203",30355188,2,0,"[]"
"A07160029",234593,71461979,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION NACAJUCA","Operativo","Activo","UNC.CUAD.BS.102",30355105,6,6,"[6]"
"A07160029",234593,71461979,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION NACAJUCA","Operativo","Activo","UNC.CUAD.BS.103",30355107,2,2,"[2]"
"A07160029",234593,71461979,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION NACAJUCA","Operativo","Activo","UNC.CUAD.BS.203",30355109,2,0,"[2]"
"A07160029",234593,71461979,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION NACAJUCA","Operativo","Activo","UNC.CUAD.BS.901",30355111,8,0,"[8]"
"A07160029",234593,71461979,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION NACAJUCA","Operativo","Activo","UNC.CUAD.BS.902",30355122,1,0,"[1]"
"A07160031",234589,71459545,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA MACUSP","Operativo","Activo","UNC.CUAD.BS.102",30355032,20,15,"[20]"
"A07160031",234589,71459545,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA MACUSP","Operativo","Activo","UNC.CUAD.BS.104",30355034,2,2,"[2]"
"A07160031",234589,71459545,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA MACUSP","Operativo","Activo","UNC.CUAD.BS.901",30355036,22,0,"[]"
"A07160031",234589,71459545,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA MACUSP","Operativo","Activo","UNC.CUAD.BS.902",30355047,1,0,"[1]"
"A07160026",234587,71459543,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA DE JALPA DE MENDEZ","Planeación","Activo","UNC.CUAD.BS.102",30354990,2,0,"[]"
"A07160026",234587,71459543,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA DE JALPA DE MENDEZ","Planeación","Activo","UNC.CUAD.BS.901",30354992,2,0,"[]"
"A07160025",234576,71549034,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JALPA DE MENDEZ","Operativo","Activo","UNC.CUAD.BS.102",30354848,6,6,"[6]"
"A07160025",234576,71549034,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JALPA DE MENDEZ","Operativo","Activo","UNC.CUAD.BS.901",30354854,8,0,"[8]"
"A07160025",234576,71549034,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JALPA DE MENDEZ","Operativo","Activo","UNC.CUAD.BS.902",30354864,1,0,"[1]"
"A07160025",234576,71549034,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JALPA DE MENDEZ","Operativo","Activo","UNC.CUAD.BS.103",30354850,2,2,"[2]"
"A07160025",234576,71549034,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ JALPA DE MENDEZ","Operativo","Activo","UNC.CUAD.BS.203",30354852,2,0,"[2]"
"A07160024",234570,71459538,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA ESTACION CHONTALPA","Planeación","Activo","UNC.CUAD.BS.102",30354819,2,0,"[]"
"A07160024",234570,71459538,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA ESTACION CHONTALPA","Planeación","Activo","UNC.CUAD.BS.901",30354821,2,0,"[]"
"A07160017",234569,71459537,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA VILLA LA VENTA","Planeación","Activo","UNC.CUAD.BS.102",30354807,2,0,"[]"
"A07160017",234569,71459537,"FISCALIA GENERAL DEL ESTADO DE TABASCO","AGENCIA VILLA LA VENTA","Planeación","Activo","UNC.CUAD.BS.901",30354809,2,0,"[]"
"A07160018",234567,71549027,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ ESTACION CHONTALPA","Planeación","Activo","UNC.CUAD.BS.102",30354783,8,0,"[]"
"A07160018",234567,71549027,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ ESTACION CHONTALPA","Planeación","Activo","UNC.CUAD.BS.901",30354785,8,0,"[]"
"A07160023",234563,71549025,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ VILLA LA VENTA","Planeación","Activo","UNC.CUAD.BS.102",30354759,8,0,"[]"
"A07160023",234563,71549025,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CPJ VILLA LA VENTA","Planeación","Activo","UNC.CUAD.BS.901",30354761,8,0,"[]"
"A07160022",234560,71459536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA HUIMAN","Operativo","Activo","UNC.CUAD.BS.103",30354710,2,2,"[2]"
"A07160022",234560,71459536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA HUIMAN","Operativo","Activo","UNC.CUAD.BS.902",30354725,1,0,"[1]"
"A07160022",234560,71459536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA HUIMAN","Operativo","Activo","UNC.CUAD.BS.901",30354714,13,0,"[]"
"A07160022",234560,71459536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA HUIMAN","Operativo","Activo","UNC.CUAD.BS.203",30354712,2,0,"[]"
"A07160022",234560,71459536,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA HUIMAN","Operativo","Activo","UNC.CUAD.BS.102",30354708,11,11,"[11]"
"A07160019",234557,71459526,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA DE TUL","Operativo","Activo","UNC.CUAD.BS.102",30354686,7,7,"[7]"
"A07160019",234557,71459526,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA DE TUL","Operativo","Activo","UNC.CUAD.BS.901",30354688,7,0,"[7]"
"A07160020",234555,71459518,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA CUNDUA","Operativo","Activo","UNC.CUAD.BS.203",30354621,2,0,"[]"
"A07160020",234555,71459518,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA CUNDUA","Operativo","Activo","UNC.CUAD.BS.102",30354615,11,11,"[11]"
"A07160020",234555,71459518,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA CUNDUA","Operativo","Activo","UNC.CUAD.BS.103",30354617,2,1,"[2]"
"A07160020",234555,71459518,"FISCALIA GENERAL DEL ESTADO DE TABASCO","CENTRO DE PROCURACION DE JUSTICIA CUNDUA","Operativo","Activo","UNC.CUAD.BS.104",30354619,1,1,"[1]"
